text,sentiment
hai teman teman di indonesia kalau kalian mahu tahu menteri menteri kami telah melakukan pengkhianatan kepada harta negara kami iaitu ekor gajah yang tidak ternilai menteri kami telah menjual gajah tidak berdosa ini kepada zoo tennoji di jepang jika kalian mahu tahu zoo tennoji itu adalah zoo terburuk di sana bahkan hampir semua zoo di jepang ada rekod yang sangat buruk dalam menjaga haiwan haiwan di dalam nya sekian berita dari malaysia ku tercinta sebarkan pada teman teman kamu,negative
i m always sad whenever i leave malaysia kayak suka aja vibes disini as a chinese malaysia just feels more like home multicultural i feel more at ease here,negative
hi malaysia hello from coachella here hehe,positive
hii ada sesiapa interested in buying vip standing tickets i have extra tix to sell bcs managed to get the vip seated heeheh,neutral
yall i got vip standingg,positive
embassy of egypt in kuala lumpur malaysia,positive
my ticket in vs,positive
malaysia has the best crowd,positive
last night in kl felt more than just a show cus it felt like healing every note and every scream hit deeper than words to one ok rock thank you for turning pain into something beautiful and to taka moriuchi even when you werent at your best you still gave us everything you had that kind of heart doesnt go unnoticed malaysia felt you every second of it we didnt just attend the detox tour but instead we lived it oorers malaysia will carry this night forever,positive
hi mothership team id like to flag a viral case in malaysia involving a singaporean individual that has sparked public concern over alleged payment issues and conduct toward local service workers,negative
im so skek its literallh more mins,negative
recently i received an email from malaysia airlines about a change to my family seating and i couldnt help but feel anxious as my family is plus sized traveler i had thoughtfully selected a seat that would allow me to fly comfortably i hesitated before calling expecting a long wait but instead i was met with one of the best helpline experiences the officer answered quickly handled everything efficiently showed genuine understanding im truly grateful for their support my next fav,positive
one of my favorite places in malaysia for a weekend getaway only mins from kl,positive
still wondering if your salary is normal,neutral
how far would you zoom into also would you carry this around in your pocket lmk,neutral
dahlah first time tak secure ticket,negative
anyone got vip standing juga for sos in kl i need a friend,positive
hi threads community,positive
tix secured for todays ts slots artist presale,positive
quickest ticketing ever hehehehehe rlly can t wait,positive
golive you must be fucking kidding me,negative
thank you for accepting us to be part of this valuable session,positive
event crew kl pasar seni rm jam orang energetic fast apply today,positive
first debut hm done register huhu kene start training,positive
im gonna see the band that i loved since my teenage years,positive
save this for your next trip to kuching,negative
debut hm incoming,positive
this is my third time participating in,positive
anyone still need help to secure ticket in general sale i can help ticket under your name and self payment,positive
thank you darling,positive
of animal lovers are lying heres how you can help adopt instead of buying foster if you cannot commit long term donate even rm to rm helps support local shelters and rescuers share this so more people see it,positive
selling a year old sdn bhd sarawak,negative
kerajaan malaysia menyasarkan gaji minimum rm sebulan setara idr juta atau usd majikan ada tahun lagi untuk bersedia huhu,negative
can someone get me the logic kalau indo kawin indo tapi anak lahir kat malaysia anak terus dapat ic biru like how semudah itu ke kerakyatan malaysia ni cause if dekat negara luar duduk tahun pun belum tentu lepas untuk dapat citizenship,negative
in malaysia the indian who cannot speak tamil we call them coconut,negative
dari kes zara satu malaysia tahu betapa korupnya kerajaan negeri sabah itu baru isu korup belum lagi racist fuhh,negative
kakak indonesia nak harga subsidi ni delusional sangat dah rakyat malaysia yang pakai lebih dari l pon tak dapat tambahan subsidi kakak ya allah,negative
posting this with her permission,positive
anyonee from indonesia watching sos in malaysia,negative
anyone nak section v seat numb e can dm me ya vipp,negative
beware of this scammer i ve tried to buy two cat sosinkl ticket from them and they kept asking me and my friends money and when we said no and wanted our money back they demanded more money from us be careful guys ni esk nak gi buat laporan polis,negative
open for preorder now,neutral
jom test otak pagi jangan google ya tak tahu tembakk je,negative
kuala lumpur sunsets and the moments that made this week,positive
open vacancy area klang,positive
pada mata aku kan kt malaysia ni indian ni cantikk sgt pure indian cantik melayu mix indian cantik chinese mix indian cantik aku minat betul dgn feature face dorang manis hidung mancung bulu mata lentik mata bundar definisi cantik ni sbnarnya sbb feature face bukan sbb warna kulit korang mix indian atau pure indian cuba letak pic i nak cuci mata tengok orang cantikk,negative
expats if you moved to malaysia for a better lifestyle why are you still living in a box,negative
yang tengah cari happy mail snail mail club hii im yasmin sekarang tengah buka sign up untuk bulan may ni for my mailclub due to irregular postal service by posmalaysia kita open sign up for new members dengan registered mail by default this helps you to monitor your mail journey also u x perlu risau mail tu dekat mana stucked or hilang or etc,neutral
hellu a lil heads up ive signed the petition yesterday you should too hope this can help as for now to bring babies dak home insyaallah thanks for sharing you kind hearted souls,positive
guys please if you guys have any info i booked tickets and all of it under name will there be any form to fill about other atendee or how,negative
hi im a film photographer based in malaysia thailand i want my photos to reach more people overseas,positive
anyone nak cat row b x,negative
were looking for a social media intern immediate start,positive
must try famous fluffy donuts in penang malaysia,positive
perempuan konoha kalau dtg malaysia nak cari laki sebab nak ic please sondol laki cina or indian je laki melayu banyak sampah biawak hidup buat rugi ja kamu dtg sini,negative
hutan kita berumur juta tahun lagi tua dari amazon tapi kita lagi kenal jalan kat seoul daripada jalan masuk ke jantung negara sendiri,negative
kata org thread sempoi jom la friend dgn saya tak sampai lagi ni kawan di thread saya ni,negative
stargazer house is a sq ft home in malaysia designed for a small family a central courtyard opens to the sky bringing light and air into the heart of the house living area kitchen swimming pool and courtyard flow as one communal space while three private bedrooms connect visually to the garden built with conventional materials techniques the design focuses on spatial experience and affordability,positive
daesung will be performing at asiatop music festival in malaysia asiatop,positive
after years living in malaysia i just realised actually malaysia a country built by a chinese people the malays looks like a minority,negative
i just wanted aesthetic plant now i have trauma,negative
anyone interested korean and japanese translated books semua baru ye all original books in mint unread condition boleh pickup from maluri cheras,positive
if i had to choose one city in malaysia to retire and settle down in kota kinabalu would definitely be on the list its very livable,neutral
it was epic days in kuala lumpur during the rain rave music festival,positive
i ada x extra standing tickets to let go trusted can check my thread for my history of proof of purchases,positive
hello nak cat x pleasee lmk if anyone hass,positive
countries with the most indonesians,negative
haloo i have extra cat tickets sebab ada backout buyer tetibe hadeh anyone yang nak with rm service charge,negative
alhamdulilah secured my tix ur girl is officially seeing the boys again after whole ass years wjsjwjshsj,positive
it s my turn,positive
hi guyss i have extra vip standing to sell i guna ts for this one and i managed to upgrade it to vip seated huhuhu dm me for more info,positive
yay i secured my tickets,positive
sharing is caring,positive
salam warga threads i am a final year psychology student from taylor s university and i need your help to fill out a min survey if you are malaysian between the ages of and currently enrolled in any university in klang valley selangor kl not living with depression or anxiety do join the study your responses will remain anonymous and confidential and it means a lot to me,positive
hi elf malaysia i m siti,positive
i see me,positive
helloo warga thread,positive
malaysia proudly giving sneako the rapist a platform is so humiliating,negative
save the date korang ada day treat esok may,negative
ai won t take your job the person using ai better than you will,negative
now hiring mechanical engineering roles bukit raja klang automotive manufacturing onsite days week attractive salary based on experience open roles r d mechanical engineer r d hardware dev manager mechanical manager nurfatihha r com my,positive
orang cakap kabel tu penting but i dah buktikan without kabel pun boleh,neutral
the setup hehe,neutral
the account that she mentioned alrdy changed her his dp and username too beware okay everyone,negative
why saya tak bole nak choose seat sold out dah kee,negative
another day highlight that had the whole crowd losing it,positive
dah lebih tahun dah and i still think this movies were one of the best romcom movies ever existed in malaysia the location the cinematography the background songs the vibes the storyline everything was just perfect the way it was my comfort movies korang pulak,positive
here s sy s take for the movie which just recently entered the rm million club,positive
its not real tree its call artificial bird of paradise in malay kita panggil pokok pisang hiasan,negative
hello threads fam im dr diana from malaysia with years in psychotherapy im here to talk mental wellness healing and everything in between,positive
hi i have extra vip seating row b seat side by side to letgo can enter together and will be at the venue jugak nanti can pm for price and other details,positive
salam boleh tanya in malaysia atau oversea and engineer in what field software or it,negative
anyone need cat x,positive
omo hear that crowd at the recent water festival in kuala lumpur gd,positive
wasnt planning to go but i changed my mind only managed to study my preferred section this morning then signed up for the artist presale and finally got myself a ticket,negative
apa chaotic sangat hidup aku ni my purse is in by boyfriends card wtff,negative
points for not having malaysia on the list,neutral
malaysia pavilion bukit bintang rain rave water music festival,positive
kuala lumpur malaysia,positive
only my ipad got through this is not it babes not cooll,negative
trending music on youtube music malaysia,positive
ya alhamdulillah for my time in malaysia i am so happy to be here and to celebrate the joy of the malaysian people every day i make dua for everyone who has recently married and for the success of all my new malaysian friends i truly cherish every encounter ive had ive really enjoyed my filming work in malacca the warm open house invitations and learning so much about islam,positive
more day left at siuk havoc food fest,positive
malaysian be like susah nak kurus kat malaysia ni makanan kita menggemukkan,negative
hi everyone im hui yin a registered and licensed counsellor based in kl kb pa i offer therapy sessions both face to face and online for clients in malaysia,positive
malaysia to world cup lets goo,positive
what a beautifully multicultural country malaysia is,positive
what is the malaysian culture,positive
the question i ve been thinking about too i thought japan loves animals but they treat wildlife in zoos like pests we need dak back home in malaysia zoo taipjng oh zoo taiping senyap sangat ni pmx already visited,negative
i think i found a little piece of myself again,positive
were looking for malay chinese lifestyle creators for an upcoming campaign with bam co,neutral
got my vip standing,positive
located in kuala lumpur malaysia taman tugu is a beautiful park near the national monument with its picturesque trails it s easy to forget you re not in a remote jungle the heat and humidity see to that listen closely and you ll hear monkeys leaping through the trees,positive
hi semuaa i perlukan nano kols with k followers and above for skincare review,positive
ready for general sales today guys secured x ticket semalam for sos harap harini dapat cat,positive
interest rates around the world as of april,positive
wtt want to trade ticket daniel caesar to daniel caesar standing area malaysia,negative
jumpa kat starting line yaa,neutral
no one said supporting tamil nadu politics supporting vijay supporting tvk means abandoning malaysia you can walk and chew gum at the same time caring about more than one place doesnt divide loyalty but it just proves your world isnt small,negative
omg just secured the ticket after almost hours arghh,negative
wts x cat tickets dm if interested,neutral
kl maleka malaysia,positive
gareth t prince of nothing on guitar show done,negative
give me a few months and ill be married to a malaysian woman malaysia travel muslim,negative
another day another impromptu decision to sign up for another half marathon,negative
life recently i know you miss me igers malaysia,positive
now open for tennis classes,positive
dating scene in malaysia is fucking pathetic,negative
lisha ho on the harpers bazaar malaysia may cover cd and styling by me,neutral
concert crew date time am pm payment rm day interested can dm me thank you,positive
private investors business networking,positive
middle finger to all of you yang beli banyak and resell untuk cari untung,positive
defending urself is illegal in malaysia,negative
wagai coer malaysia sekaliann mcm manaa nak streamm tracks tu and ss eh i tak pahamm sorry la first time plss lemme knoww,negative
thank you everyone yang suggest seating siap share vid i owe u guys a lot semoga yang baca and help me dapat tiket that u desired,positive
simple plan malaysia,positive
helloo i m engku a third year student of bachelor of dietetic currently looking for respondents for my final year project if you tend to have some free time and matches these requirements your participation will be greatly appreciated thank youu requirements malaysia y o currently living or studying in university in klang valley kl putarajaya hulu langat gombak petaling sepang klang,positive
malaysia share your last meal in the comments and win a meal on us,positive
i think i can safely say every house in malaysia ada botol minyak akar ranting daun ni dulu ours was minyak merah,negative
upgrade phone upgrade ticket,positive
proud to be malaysia moa,positive
songran in malaysia,neutral
me in hs a decade ago vs me with my big girl money,positive
penat tapi still lock in,neutral
i am malaysia,positive
after hours travelling our year old tries his first meal in kuala lumpur,positive
top adhdfriendly workplaces di malaysia termasuk tempat d sendiri,positive
ya allah selamatkan bumi malaysia maafkan kami ya rasulullah maafkan kami ya allah aku pendam sorang tak boleh nak tahan dh bulan al quran diturunkan ke dunia dihina di bulan yang sama,negative
alhamdulillah i did it secured by my ownself im so happyy see u guys in nov smoothest ticket buying i ever experienced seriouslyy,positive
g dragon bloom pop up is landing in kuala lumpur get your hands on the exclusive daisy block set designed by gd himself plus a chance to join the lucky draw limited time only dont miss it,positive
they say you only realize the value of home once youve seen the world,neutral
hello f b bosses may i know where can i get this type of exhaust hood in malaysia must be no ducting and self filtered appreciate in advance,neutral
moment here at rainrave,positive
i m japanese and i studied islam with malaysian sisters,negative
i m from malaysia friend,positive
let your home sparkle again,positive
truthfully im a brand designer with a introverted homebody shell,negative
done simple plan sorang pun jadik my inner teenage girl is happy,positive
hii i berjaya secured presale tickets tadi alhamdulillah,positive
experience kuala lumpur lights from the upper deck watch the city skyline glow at night while enjoying a cinematic ride through the heart of kuala lumpur,positive
light up malaysia group exhibition with illustrators gmbb,positive
cowok malaysia mana nih,negative
good morning to all corporate slaves,positive
hello everyone im looking for a snail mail service based in malaysia that offers registered tracked mail only before this i pernah subscribe untracked mail tapi tak pernah sampai so now i prefer yang offer registered mail shopee option tqia,negative
anyone nak tickets for sos in kl vip seating vip standing cat cat dm if interested in the tickets original price rm only serious buyers,negative
available for gensale tomorrow anyone nak slot can dm ya,positive
i m finally projected to hit rmmillion in which means i can withdraw excess epf savings but the threshold is increased rmk every year onwards starting i feel like the system is targeting me,negative
psp fullgames memang layan beb nostaliga moment with this handheld game,positive
were building a culture of kracked founders in malaysia,negative
anyone nak my service fee rm per ticket onlyy,negative
sosinkl from eo live,positive
i am muhammad sumud nusantara from malaysia,negative
hey kl girlies hosting weekly events for girls who wants to vibe around kl city meanwhile creating a safe space for girls to chat around,positive
if i hold my photography course in malaysia will people be interested in it,positive
come oni will cover you malaysia,positive
stray kids english names,positive
anyone boleh share view from section aku panic buying nk secure tix side by side ambil ja apa yg ada pleasee seat view,negative
anyone looking for part time side hustle in malaysia,negative
letting go general standing cat cat reserved vip,positive
how much in total from malaysia to japan,negative
were hosting an exclusive beach themed pr launch party with a shave care brand all about body positivity and a safe space to connect and vibe,positive
lets go debut fm,positive
hi im a full time model in malaysia will be available for bookings may onwards,positive
secured x tickets for gen sale today,positive
hope this thread reaches malaysian new mothers does moh malaysia give out bantuan hampers for mothers during certain times in a year,positive
hi everyone our office is going to do an open interview for financial advisor position,positive
hi guys looking to get used car at a good deal in kepong area where do i go,positive
urgent help needed kittens up for adoption approx months old all female vaccinated dewormed flea free,positive
thanks for tagging me,positive
we are hiring position livestream moderator chinese female e commerce admin female,negative
jackson wang is rumored to attend kans upcoming event in malaysia as the brands global ambassador,neutral
were expanding our team at voltek energy,neutral
detox asia tour in kuala lumpur,positive
mana diaorg dapat semangat perjuangan ni dah kena tahan dgn iof dibebaskan bukan nak balik malaysia nak sambung lagi perlayaran ke gaza dahsyat betul semoga urusan mereka dipermudahkan allah,negative
the data center sector continues to boom in malaysia demand is extremely strong and my clients have had to secure and pay for server capacity in advance even before construction has started,positive
well never be as young as we are now,positive
daesung invites us all at asia top music festival,positive
hi portfolioday im hazren pixel artist from malaysia and heres some of my work,positive
hi guys kl malaysia,positive
never give up on your dreams no matter how painful and difficult your journey is themightytigerar ifc_malaysia,positive
found the perfect pancakes in subang malaysia,positive
part of the kl water festival,positive
we laugh at anything,negative
anyone nak extra cat and vip standing dm me now a buyer cancelled reservation because they managed to secure a ticket selling for original price,negative
any pretty fem lets moots im from malaysia btw and soft masc,negative
mix roses for today rm jee,positive
we re not special,negative
is there any business owner in kuching or malaysia willing to hire me as an intern for a day,negative
im sort of burnt out after the crazy finals hours of nonstop essays and such a dramatic eventful semester these few days i just sleep a lot thats all,negative
malaysia we have the new queen here is our new,positive
secured x tickets for today,positive
part time concert crew needed malaysia,positive
take me home scootie bye ipoh malaysia,positive
my teenage self would be proud of me because back in i was only in the ga pit,positive
event crew konsert kl needed pasar seni rm jam kelayakan female male boleh kerja dalam team tugas handle event assist crowd whatsapp dm untuk apply slot terhad,neutral
detox asia tour from thailand to malaysia one ok rock detox asia tour,positive
cant wait to be back in malaysia eating nasi lemak and going to the mall every single day lol,negative
im a female photographer based in kl malaysia im open for jobs and would love to connect with you to work on your project,positive
tourmaline colour sorting spotted some tiny paraiba esque pieces already,neutral
new spot unlocked in bangi this might be your new daily routine late night obsession maybematcha bangi ug sunway gandaria open daily am am fri sat am am ps pull up before everyone finds out maybematcha bangicafe cafehunting malaysia,neutral
hi im haninah im an illustrator and graphic designer from malaysia lets connect artistsonthreads kidlit threads kidlit threads,negative
counting days around the corner tiba tiba evo announce blak dh siap lineup,negative
putrajaya challenge park known as one of the toughest skateparks in malaysia,positive
in the section comment they trying hard to make the malay and orang asli are same how come jawa bugis rawa minang aceh just came to peninsular that become malay same to orang asli there is no way they are orang asli in just month in malaysia so many riding name of orang asli to become native,negative
we are still hiring domestic workers for qatar saudi dubai bahrain kuwait singapore malaysia hongkong pm for more details,neutral
were hiring multiple tech ops roles global platform,positive
anyone nak cat tak,negative
cuti cuti malaysia,positive
we gotta lock in now,positive
hello threads im a small artist from kl malaysia looking to connect with girlies who love pop culture all things whimsical from this area please _,positive
not battling today jiayo everyone else sending loads of ticket luck dust your way i had great luck yesterday,negative
internship program with rmk and above allowance,positive
just minutes after the general sale opened people are already reselling their tickets on this app if you genuinely double booked and are letting them go at original price taxes thats fair but those marking it up by honestly thats just weird scalper behaviour,negative
pdc asian tour malaysia,neutral
next rave verknipt malaysia corporate girl by day techno by night,positive
finally im done with my task for miss srikandi malaysia,positive
last week nee malaysia kaaran unaku yedhuku india politics today vetri namadhe historical win for thalapathy if i m an outsider for supporting him how are you a fan for celebrating only after he won same people different tune hypocrisy ku oru limit illaya tvk,negative
tribute to my former workplace as it prepares to move to a new head office at merdeka this month,positive
red walls or blue skieswhich one is your favorite part of this view,positive
hey guys im sehranpretty new to threads ive been diving for years and somehow ended up becoming a divepro along the way still feels like a blessing in disguise i also shoot underwater videos just because i love it,positive
one postgraduate opportunity isavailable,negative
global brand ambassador,positive
seconds of summer everyones a star world tour in kuala lumpur,positive
i have extra sos tixs in kl anyone nak can pm,positive
why dah discontinued,negative
th gewinn malaysia open taekwando international championship,positive
singapore merlion park lau pa sat ya kun kaya toast,positive
same place new growth intern life growth fyp malaysia,neutral
one of the best concerts in malaysia this ter menangis time kembali bersama please come back to malaysia soon,positive
all the best battle tix esok,positive
pos malaysia mini is hiring,positive
pm adik angkat srs,positive
hi artist on thread this is my first attempt to draw building in malaysia gigi coffe taiping hope u like it,positive
got my km for the malaysia marathon and rock zone secured for simple plan what a monday morning battle register dulu menyesal kemudian,positive
beauty the beast,positive
a b u trading card game pemuda umno malaysia edition lets go pbera,positive
swag uncle with a blonde hair sungaipetani barbershop kedah explore malaysia,positive
malaysia is an islamic country a thread,positive
meet official apink see u again at malaysia apink theoriginapinkinkl wishlist,positive
malaysia trending pakistan india fyp,neutral
week schedule is out,negative
from malaysia with respect pride,positive
hello warga threads i ada tickets standing zone mcr to let go i believe these tickets still got demands so i need to sell it a bit higher than the original prices bcs i need the money for a treatment we can meet up for more details and feel free to slide into dm arigato gozaimasu,positive
lost in kuala lumpur kualalumpur travelphotography exploreasia malaysia,negative
i sell authentic cosmetics skincare on rednote since,positive
malaysia truly asia,positive
malaysia photos done see u on the next trip malaysia trip ootd streetwear lifestyle,neutral
aku rasa tak adil la anak dia buat macam ni kat bapak dia nak kata ayah dia x bagi nafkah tapi bapak dia bagi rumah yg selesa n besar rumah bilik kot meanwhile bapak dia korang tngok la gambar last tu duk kat pondok je weh bapak dia kena tampil kesian la ramai giler kecam padahal x dngr lagi cerita dari pihak bapak dia ko bayangkan lah anak buat kacau masa akad nikah siap buat live ye satu malaysia tngok sape je tak hangin kan pastu menangis meraung mintak simpati,negative
malaysia marathon here i come reason aku join km sebab month yg sama aku lari kat penang bridge cultural night run km pen cot hour cruise and enjoying the early morning of kl rottenmotorcycle corosmalaysia nohumanislimited,positive
done register malaysia marathon lihm,neutral
to further enhance the safety of kuala lumpur malaysia high resolution with biometric facial recognition cctvs was installed at various part of heart of kl city,positive
finally got mine anyone yang pergi sorang or seat dekat let s be friend,positive
yall see you on th thanks to,positive
malaysia remote freelance role,neutral
malaysia is so peaceful and relaxing malaysia beach relaxing kuantan,positive
sakinah bertarung di malam gala,negative
bangsar south area rm k siap wifi,positive
secured x tickets for artist presale today no extra were not reseller,negative
always thalapathy daww,positive
law students lawyers in malaysia do you have any regrets pursuing law and what is your advice for future law students,positive
they came from all around malaysia penang kedah even kl just to show up for the run join the community something about women choosing to wake up early run exercise its inspiring,positive
kerja kosong guys,neutral
selamat pagi any malaysians with jlpt n n or native japanese looking for opportunities in malaysia wed love to connect with you,positive
i understand that you have a lot of stories to tell your friends on your way back home in the lrt but come on la perlu ke loudspeaker literally talking so loudly,neutral
boo golive sos,negative
bm audio transcriber,positive
working days labour days,positive
position manager in training halal pizza restaurant singapore interview mode online location across singapore salary up to sgd month working hours hours per week days a weeks bond services year,positive
good morning from malaysia god bless you all,positive
you attract what you fear,positive
built not bought best sports car best gtr best show car look malaysia auto fest godzilla did it gtr r libertywalk builtnotbought,negative
let s have a productive day,positive
yesterday activity malaysia s twins tower,positive
my roots are in south indiaim a proud tamilian i was born in malaysia and settled in australia but my pull is back to india as i launch our business globally here i am coming to india to meet my community and find leaders for my business lets meet whatsapp,positive
singapur to malaysia cruise me swimming pl full tame enjoy,positive
not eid anymore but eid day,neutral
anyone wanna work together help me sell a rubber plantation in jasin,positive
letting go vip standing rfs got vip seated trusted dm if int,neutral
where are you from malaysia ohh so you speak malay yea why you speaking english so well hmm because i learn that too so you speak malay and english no mandarin and cantonese too excuse me how because i am chinese you are chinese guess what happen next,negative
alhamdulillah tidur lena anyone section lets be friend hahaha,negative
kerja mcm aku ni hanya ada peristiwa yg akan berjumpa kwn ada kenduri ada event kematian korang plak cmner,negative
yesterday i saw my oomf say that the winners were seated upstairs and damn i just found the winner s pov today this is so unfair people spent money to join and win and this is how you treat them somersby gave influencers very special treatment when some of them don t even really know who yeonjun is i m so disappointed seeing winners being treated this badly the management overall was really bad they should know how big yeonjun is in malaysia,negative
part time bm transcription,positive
yg free je,positive
im so in love with malaysia so i chose that country to shoot my mv,positive
did u miss psp here some of my fav games,neutral
alhamdullilah guna different browser and dapat vip seating seat sebelah for me and my husb walaupun target nak vip standing hehe,positive
rekap dokumentasi program student immersion go to singapore malaysia april mei,negative
in i traveled across thailand malaysia singapore china indonesia and the philippines meeting and photographing followers,positive
malaysia marathon hm lai,positive
spoke to two medical students attached to my ot today both are already applying for housemanship abroad neither plans to work in malaysia after they graduate this isnt new over the past few months ive had similar conversations with many students attaching to us almost none of them plan to continue their housemanship in malaysia when i ask why their answers are disturbingly consistent weve read too many horror stories about kkm on social media we dont want to go through that,negative
still ada extra slott gaiss,positive
sos in kl is here,positive
back malaysia after years,negative
hi wts sos everyones a star world tour in kuala lumpur x vip standing x vip seated x cat x cat dm if interested serious buyer only,positive
i am from pakistan butt i work in malaysia my eag i don t like smoking i like dreak i am single,negative
ni lagi paduuhh dari tomorrow land bro korang nak kecam mampus pi lah kat korangg terbaikk rahh malaysia madani we are enjoy kubur masing masing broo jangan nak menyibuk kubur orang tgk diri kau dulu ok kalau kita orang kena bala korang kena sekali kan soo whatt padannlaa muka korang,neutral
wts sos everyones a star world tour in kuala lumpur,positive
the more i read threads from sos fans experience on the artist presale from malaysia a while ago the more i get soo stressed and anxious haha,negative
rain rave hits different really enjoyed every moment with you all and thanks for the support thanks for the opportunity,positive
anyone nak tickets for sos in kl vip seating vip standing cat cat sold dm if interested in the tickets original price only serious buyers,negative
about last game with semvet fc friendly football malaysia,positive
beautiful kuala lumpur view from th floor hotel room malaysia travel vlog,positive
just sharing as an aspiration and reminder that humble beginnings can lead to amazing places,positive
vip standing tak available keree kejap nyaa,neutral
after years bandjannabi is finally coming to malaysia,positive
sos tickets in kl selling looking to sell the following tickets for sos in kuala lumpur vip seating vip standing category category price original price rm only serious buyers only dm me if youre interested,negative
nak kenal lelaki tapi segan lak sebab dah lame single end then tak tahu macam mana nak start hehe,negative
untuk mothersday bunga fresh and soap flower area sp and penang pm cpt kita close ordee,positive
welcome to malaysia,positive
little paris malaysia family,positive
im leaving home for the coastline,negative
just being myself fyp selflove malaysia india kl,positive
